,Artist,Album,Track,Release Date
328,Taylor Swift,reputation Stadium Tour Surprise Song Playlist,Treacherous,2017-11-09
329,Taylor Swift,reputation Stadium Tour Surprise Song Playlist,Babe,2017-11-09
330,Taylor Swift,reputation Stadium Tour Surprise Song Playlist,Welcome To New York,2017-11-09
331,Taylor Swift,reputation Stadium Tour Surprise Song Playlist,Fearless,2017-11-09
332,Taylor Swift,reputation Stadium Tour Surprise Song Playlist,Enchanted,2017-11-09
333,Taylor Swift,reputation Stadium Tour Surprise Song Playlist,Change,2017-11-09
334,Taylor Swift,reputation Stadium Tour Surprise Song Playlist,Ours,2017-11-09
335,Taylor Swift,reputation Stadium Tour Surprise Song Playlist,Out Of The Woods,2017-11-09
336,Taylor Swift,reputation Stadium Tour Surprise Song Playlist,Come Back...Be Here,2017-11-09
337,Taylor Swift,reputation Stadium Tour Surprise Song Playlist,A Place in this World,2017-11-09
338,Taylor Swift,reputation Stadium Tour Surprise Song Playlist,This Love,2017-11-09
339,Taylor Swift,reputation Stadium Tour Surprise Song Playlist,The Lucky One,2017-11-09
340,Taylor Swift,reputation Stadium Tour Surprise Song Playlist,Invisible,2017-11-09
341,Taylor Swift,reputation Stadium Tour Surprise Song Playlist,Breathe,2017-11-09
342,Taylor Swift,reputation Stadium Tour Surprise Song Playlist,Better Man,2017-11-09
343,Taylor Swift,reputation Stadium Tour Surprise Song Playlist,Jump Then Fall,2017-11-09
344,Taylor Swift,reputation Stadium Tour Surprise Song Playlist,Begin Again,2017-11-09
345,Taylor Swift,reputation Stadium Tour Surprise Song Playlist,Tied Together with a Smile,2017-11-09
346,Taylor Swift,reputation Stadium Tour Surprise Song Playlist,The Story Of Us,2017-11-09
347,Taylor Swift,reputation Stadium Tour Surprise Song Playlist,Forever & Always,2017-11-09
348,Taylor Swift,reputation Stadium Tour Surprise Song Playlist,Hey Stephen,2017-11-09
349,Taylor Swift,reputation Stadium Tour Surprise Song Playlist,Speak Now,2017-11-09
350,Taylor Swift,reputation Stadium Tour Surprise Song Playlist,Wonderland,2017-11-09
351,Taylor Swift,reputation Stadium Tour Surprise Song Playlist,White Horse,2017-11-09
352,Taylor Swift,reputation Stadium Tour Surprise Song Playlist,I'm Only Me When I'm With You,2017-11-09
353,Taylor Swift,reputation Stadium Tour Surprise Song Playlist,Starlight,2017-11-09
354,Taylor Swift,reputation Stadium Tour Surprise Song Playlist,I Know Places,2017-11-09
355,Taylor Swift,1989 (Deluxe Edition),Welcome To New York,2014-10-27
356,Taylor Swift,1989 (Deluxe Edition),Blank Space,2014-10-27
357,Taylor Swift,1989 (Deluxe Edition),Style,2014-10-27
358,Taylor Swift,1989 (Deluxe Edition),Out Of The Woods,2014-10-27
359,Taylor Swift,1989 (Deluxe Edition),All You Had To Do Was Stay,2014-10-27
360,Taylor Swift,1989 (Deluxe Edition),Shake It Off,2014-10-27
361,Taylor Swift,1989 (Deluxe Edition),I Wish You Would,2014-10-27
362,Taylor Swift,1989 (Deluxe Edition),Bad Blood,2014-10-27
363,Taylor Swift,1989 (Deluxe Edition),Wildest Dreams,2014-10-27
364,Taylor Swift,1989 (Deluxe Edition),How You Get The Girl,2014-10-27
365,Taylor Swift,1989 (Deluxe Edition),This Love,2014-10-27
366,Taylor Swift,1989 (Deluxe Edition),I Know Places,2014-10-27
367,Taylor Swift,1989 (Deluxe Edition),Clean,2014-10-27
368,Taylor Swift,1989 (Deluxe Edition),Wonderland,2014-10-27
369,Taylor Swift,1989 (Deluxe Edition),You Are In Love,2014-10-27
370,Taylor Swift,1989 (Deluxe Edition),New Romantics,2014-10-27
371,Taylor Swift,1989 (Deluxe Edition),I Know Places - Voice Memo,2014-10-27
372,Taylor Swift,1989 (Deluxe Edition),I Wish You Would - Voice Memo,2014-10-27
373,Taylor Swift,1989 (Deluxe Edition),Blank Space - Voice Memo,2014-10-27
374,Taylor Swift,1989,Welcome To New York,2014-10-27
375,Taylor Swift,1989,Blank Space,2014-10-27
376,Taylor Swift,1989,Style,2014-10-27
377,Taylor Swift,1989,Out Of The Woods,2014-10-27
378,Taylor Swift,1989,All You Had To Do Was Stay,2014-10-27
379,Taylor Swift,1989,Shake It Off,2014-10-27
380,Taylor Swift,1989,I Wish You Would,2014-10-27
381,Taylor Swift,1989,Bad Blood,2014-10-27
382,Taylor Swift,1989,Wildest Dreams,2014-10-27
383,Taylor Swift,1989,How You Get The Girl,2014-10-27
384,Taylor Swift,1989,This Love,2014-10-27
385,Taylor Swift,1989,I Know Places,2014-10-27
386,Taylor Swift,1989,Clean,2014-10-27
387,Taylor Swift,Red (Deluxe Edition),State Of Grace,2012-10-22
388,Taylor Swift,Red (Deluxe Edition),Red,2012-10-22
389,Taylor Swift,Red (Deluxe Edition),Treacherous,2012-10-22
390,Taylor Swift,Red (Deluxe Edition),I Knew You Were Trouble.,2012-10-22
391,Taylor Swift,Red (Deluxe Edition),All Too Well,2012-10-22
392,Taylor Swift,Red (Deluxe Edition),22,2012-10-22
393,Taylor Swift,Red (Deluxe Edition),I Almost Do,2012-10-22
394,Taylor Swift,Red (Deluxe Edition),We Are Never Ever Getting Back Together,2012-10-22
395,Taylor Swift,Red (Deluxe Edition),Stay Stay Stay,2012-10-22
396,Taylor Swift,Red (Deluxe Edition),The Last Time,2012-10-22
397,Taylor Swift,Red (Deluxe Edition),Holy Ground,2012-10-22
398,Taylor Swift,Red (Deluxe Edition),Sad Beautiful Tragic,2012-10-22
399,Taylor Swift,Red (Deluxe Edition),The Lucky One,2012-10-22
400,Taylor Swift,Red (Deluxe Edition),Everything Has Changed,2012-10-22
401,Taylor Swift,Red (Deluxe Edition),Starlight,2012-10-22
402,Taylor Swift,Red (Deluxe Edition),Begin Again,2012-10-22
403,Taylor Swift,Red (Deluxe Edition),The Moment I Knew,2012-10-22
404,Taylor Swift,Red (Deluxe Edition),Come Back...Be Here,2012-10-22
405,Taylor Swift,Red (Deluxe Edition),Girl At Home,2012-10-22
406,Taylor Swift,Red (Deluxe Edition),Treacherous - Original Demo Recording,2012-10-22
407,Taylor Swift,Red (Deluxe Edition),Red - Original Demo Recording,2012-10-22
408,Taylor Swift,Red (Deluxe Edition),State Of Grace - Acoustic,2012-10-22
409,Taylor Swift,Red,State Of Grace,2012-10-22
410,Taylor Swift,Red,Red,2012-10-22
411,Taylor Swift,Red,Treacherous,2012-10-22
412,Taylor Swift,Red,I Knew You Were Trouble.,2012-10-22
413,Taylor Swift,Red,All Too Well,2012-10-22
414,Taylor Swift,Red,22,2012-10-22
415,Taylor Swift,Red,I Almost Do,2012-10-22
416,Taylor Swift,Red,We Are Never Ever Getting Back Together,2012-10-22
417,Taylor Swift,Red,Stay Stay Stay,2012-10-22
418,Taylor Swift,Red,The Last Time,2012-10-22
419,Taylor Swift,Red,Holy Ground,2012-10-22
420,Taylor Swift,Red,Sad Beautiful Tragic,2012-10-22
421,Taylor Swift,Red,The Lucky One,2012-10-22
422,Taylor Swift,Red,Everything Has Changed,2012-10-22
423,Taylor Swift,Red,Starlight,2012-10-22
424,Taylor Swift,Red,Begin Again,2012-10-22
425,Ariana Grande,eternal sunshine (slightly deluxe),intro (end of the world),2024-03-11
426,Ariana Grande,eternal sunshine (slightly deluxe),bye,2024-03-11
427,Ariana Grande,eternal sunshine (slightly deluxe),don't wanna break up again,2024-03-11
428,Ariana Grande,eternal sunshine (slightly deluxe),Saturn Returns Interlude,2024-03-11
429,Ariana Grande,eternal sunshine (slightly deluxe),eternal sunshine,2024-03-11
430,Ariana Grande,eternal sunshine (slightly deluxe),supernatural,2024-03-11
431,Ariana Grande,eternal sunshine (slightly deluxe),true story,2024-03-11
432,Ariana Grande,eternal sunshine (slightly deluxe),the boy is mine,2024-03-11
433,Ariana Grande,eternal sunshine (slightly deluxe),"yes, and?",2024-03-11
434,Ariana Grande,eternal sunshine (slightly deluxe),we can't be friends (wait for your love),2024-03-11
435,Ariana Grande,eternal sunshine (slightly deluxe),i wish i hated you,2024-03-11
436,Ariana Grande,eternal sunshine (slightly deluxe),imperfect for you,2024-03-11
437,Ariana Grande,eternal sunshine (slightly deluxe),ordinary things (feat. Nonna),2024-03-11
438,Ariana Grande,eternal sunshine (slightly deluxe),supernatural (with Troye Sivan),2024-03-11
439,Ariana Grande,eternal sunshine (slightly deluxe),imperfect for you - acoustic,2024-03-11
440,Ariana Grande,eternal sunshine (slightly deluxe),true story - a cappella,2024-03-11
441,Ariana Grande,eternal sunshine (slightly deluxe),"yes, and? (with Mariah Carey) - Remix",2024-03-11
442,Ariana Grande,eternal sunshine,intro (end of the world),2024-03-08
443,Ariana Grande,eternal sunshine,bye,2024-03-08
444,Ariana Grande,eternal sunshine,don't wanna break up again,2024-03-08
445,Ariana Grande,eternal sunshine,Saturn Returns Interlude,2024-03-08
446,Ariana Grande,eternal sunshine,eternal sunshine,2024-03-08
447,Ariana Grande,eternal sunshine,supernatural,2024-03-08
448,Ariana Grande,eternal sunshine,true story,2024-03-08
449,Ariana Grande,eternal sunshine,the boy is mine,2024-03-08
450,Ariana Grande,eternal sunshine,"yes, and?",2024-03-08
451,Ariana Grande,eternal sunshine,we can't be friends (wait for your love),2024-03-08
452,Ariana Grande,eternal sunshine,i wish i hated you,2024-03-08
453,Ariana Grande,eternal sunshine,imperfect for you,2024-03-08
454,Ariana Grande,eternal sunshine,ordinary things (feat. Nonna),2024-03-08
455,Ariana Grande,Yours Truly (Tenth Anniversary Edition),Honeymoon Avenue,2023-08-25
456,Ariana Grande,Yours Truly (Tenth Anniversary Edition),Baby I,2023-08-25
457,Ariana Grande,Yours Truly (Tenth Anniversary Edition),Right There (feat. Big Sean),2023-08-25
458,Ariana Grande,Yours Truly (Tenth Anniversary Edition),Tattooed Heart,2023-08-25
459,Ariana Grande,Yours Truly (Tenth Anniversary Edition),Lovin' It,2023-08-25
460,Ariana Grande,Yours Truly (Tenth Anniversary Edition),Piano,2023-08-25
461,Ariana Grande,Yours Truly (Tenth Anniversary Edition),Daydreamin',2023-08-25
462,Ariana Grande,Yours Truly (Tenth Anniversary Edition),The Way (feat. Mac Miller),2023-08-25
463,Ariana Grande,Yours Truly (Tenth Anniversary Edition),You’ll Never Know,2023-08-25
464,Ariana Grande,Yours Truly (Tenth Anniversary Edition),Almost Is Never Enough (with Nathan Sykes),2023-08-25
465,Ariana Grande,Yours Truly (Tenth Anniversary Edition),Popular Song (MIKA & Ariana Grande),2023-08-25
466,Ariana Grande,Yours Truly (Tenth Anniversary Edition),Better Left Unsaid,2023-08-25
467,Ariana Grande,Yours Truly (Tenth Anniversary Edition),The Way - Spanglish Version (feat. Mac Miller),2023-08-25
468,Ariana Grande,Yours Truly (Tenth Anniversary Edition),Honeymoon Avenue - Live from London,2023-08-25
469,Ariana Grande,Yours Truly (Tenth Anniversary Edition),Daydreamin' - Live from London,2023-08-25
470,Ariana Grande,Yours Truly (Tenth Anniversary Edition),Baby I - Live from London,2023-08-25
471,Ariana Grande,Yours Truly (Tenth Anniversary Edition),Tattooed Heart - Live from London,2023-08-25
472,Ariana Grande,Yours Truly (Tenth Anniversary Edition),Right There - Live from London (feat. Big Sean),2023-08-25
473,Ariana Grande,Yours Truly (Tenth Anniversary Edition),The Way - Live from London (feat. Mac Miller),2023-08-25
474,Ariana Grande,Positions (Deluxe),shut up,2021-02-19
475,Ariana Grande,Positions (Deluxe),34+35,2021-02-19
476,Ariana Grande,Positions (Deluxe),motive (with Doja Cat),2021-02-19
477,Ariana Grande,Positions (Deluxe),just like magic,2021-02-19
478,Ariana Grande,Positions (Deluxe),off the table (with The Weeknd),2021-02-19
479,Ariana Grande,Positions (Deluxe),six thirty,2021-02-19
480,Ariana Grande,Positions (Deluxe),safety net (feat. Ty Dolla $ign),2021-02-19
481,Ariana Grande,Positions (Deluxe),my hair,2021-02-19
482,Ariana Grande,Positions (Deluxe),nasty,2021-02-19
483,Ariana Grande,Positions (Deluxe),west side,2021-02-19
484,Ariana Grande,Positions (Deluxe),love language,2021-02-19
485,Ariana Grande,Positions (Deluxe),positions,2021-02-19
486,Ariana Grande,Positions (Deluxe),obvious,2021-02-19
487,Ariana Grande,Positions (Deluxe),pov,2021-02-19
488,Ariana Grande,Positions (Deluxe),someone like u - interlude,2021-02-19
489,Ariana Grande,Positions (Deluxe),test drive,2021-02-19
490,Ariana Grande,Positions (Deluxe),"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",2021-02-19
491,Ariana Grande,Positions (Deluxe),worst behavior,2021-02-19
492,Ariana Grande,Positions (Deluxe),main thing,2021-02-19
493,Ariana Grande,Positions,shut up,2020-10-30
494,Ariana Grande,Positions,34+35,2020-10-30
495,Ariana Grande,Positions,motive (with Doja Cat),2020-10-30
496,Ariana Grande,Positions,just like magic,2020-10-30
497,Ariana Grande,Positions,off the table (with The Weeknd),2020-10-30
498,Ariana Grande,Positions,six thirty,2020-10-30
499,Ariana Grande,Positions,safety net (feat. Ty Dolla $ign),2020-10-30
500,Ariana Grande,Positions,my hair,2020-10-30
501,Ariana Grande,Positions,nasty,2020-10-30
502,Ariana Grande,Positions,west side,2020-10-30
503,Ariana Grande,Positions,love language,2020-10-30
504,Ariana Grande,Positions,positions,2020-10-30
505,Ariana Grande,Positions,obvious,2020-10-30
506,Ariana Grande,Positions,pov,2020-10-30
507,Ariana Grande,k bye for now (swt live),raindrops (an angel cried) - live,2019-12-23
508,Ariana Grande,k bye for now (swt live),god is a woman - live,2019-12-23
509,Ariana Grande,k bye for now (swt live),bad idea - live,2019-12-23
510,Ariana Grande,k bye for now (swt live),"break up with your girlfriend, i'm bored - live",2019-12-23
511,Ariana Grande,k bye for now (swt live),r.e.m - live,2019-12-23
512,Ariana Grande,k bye for now (swt live),be alright - live,2019-12-23
513,Ariana Grande,k bye for now (swt live),sweetener - live,2019-12-23
514,Ariana Grande,k bye for now (swt live),successful - live,2019-12-23
515,Ariana Grande,k bye for now (swt live),side to side - live,2019-12-23
516,Ariana Grande,k bye for now (swt live),7 rings - live,2019-12-23
517,Ariana Grande,k bye for now (swt live),love me harder - live,2019-12-23
518,Ariana Grande,k bye for now (swt live),breathin - live,2019-12-23
519,Ariana Grande,k bye for now (swt live),needy - live,2019-12-23
520,Ariana Grande,k bye for now (swt live),fake smile - live,2019-12-23
521,Ariana Grande,k bye for now (swt live),make up - live,2019-12-23
522,Ariana Grande,k bye for now (swt live),right there - live,2019-12-23
523,Ariana Grande,k bye for now (swt live),you'll never know - live,2019-12-23
524,Ariana Grande,k bye for now (swt live),break your heart right back - live,2019-12-23
525,Ariana Grande,k bye for now (swt live),nasa - live,2019-12-23
526,Ariana Grande,k bye for now (swt live),tattooed heart - live,2019-12-23
527,Ariana Grande,k bye for now (swt live),only 1 - live,2019-12-23
528,Ariana Grande,k bye for now (swt live),goodnight n go - live,2019-12-23
529,Ariana Grande,k bye for now (swt live),get well soon - live,2019-12-23
530,Ariana Grande,k bye for now (swt live),in my head interlude - live,2019-12-23
531,Ariana Grande,k bye for now (swt live),everytime - live,2019-12-23
532,Ariana Grande,k bye for now (swt live),the light is coming - live,2019-12-23
533,Ariana Grande,k bye for now (swt live),into you - live,2019-12-23
534,Ariana Grande,k bye for now (swt live),my heart belongs to daddy - live,2019-12-23
535,Ariana Grande,k bye for now (swt live),dangerous woman - live,2019-12-23
536,Ariana Grande,k bye for now (swt live),break free - live,2019-12-23
537,Ariana Grande,k bye for now (swt live),no tears left to cry - live,2019-12-23
538,Ariana Grande,k bye for now (swt live),"thank u, next - live",2019-12-23
539,Ariana Grande,"thank u, next",imagine,2019-02-08
540,Ariana Grande,"thank u, next",needy,2019-02-08
541,Ariana Grande,"thank u, next",NASA,2019-02-08
542,Ariana Grande,"thank u, next",bloodline,2019-02-08
543,Ariana Grande,"thank u, next",fake smile,2019-02-08
544,Ariana Grande,"thank u, next",bad idea,2019-02-08
545,Ariana Grande,"thank u, next",make up,2019-02-08
546,Ariana Grande,"thank u, next",ghostin,2019-02-08
547,Ariana Grande,"thank u, next",in my head,2019-02-08
548,Ariana Grande,"thank u, next",7 rings,2019-02-08
549,Ariana Grande,"thank u, next","thank u, next",2019-02-08
550,Ariana Grande,"thank u, next","break up with your girlfriend, i'm bored",2019-02-08
551,Ariana Grande,Sweetener,raindrops (an angel cried),2018-08-17
552,Ariana Grande,Sweetener,blazed (feat. Pharrell Williams),2018-08-17
553,Ariana Grande,Sweetener,the light is coming (feat. Nicki Minaj),2018-08-17
554,Ariana Grande,Sweetener,R.E.M,2018-08-17
555,Ariana Grande,Sweetener,God is a woman,2018-08-17
556,Ariana Grande,Sweetener,sweetener,2018-08-17
557,Ariana Grande,Sweetener,successful,2018-08-17
558,Ariana Grande,Sweetener,everytime,2018-08-17
559,Ariana Grande,Sweetener,breathin,2018-08-17
560,Ariana Grande,Sweetener,no tears left to cry,2018-08-17
561,Ariana Grande,Sweetener,borderline (feat. Missy Elliott),2018-08-17
562,Ariana Grande,Sweetener,better off,2018-08-17
563,Ariana Grande,Sweetener,goodnight n go,2018-08-17
564,Ariana Grande,Sweetener,pete davidson,2018-08-17
565,Ariana Grande,Sweetener,get well soon,2018-08-17
566,Ariana Grande,Dangerous Woman,Moonlight,2016-05-20
567,Ariana Grande,Dangerous Woman,Dangerous Woman,2016-05-20
568,Ariana Grande,Dangerous Woman,Be Alright,2016-05-20
569,Ariana Grande,Dangerous Woman,Into You,2016-05-20
570,Ariana Grande,Dangerous Woman,Side To Side,2016-05-20
571,Ariana Grande,Dangerous Woman,Let Me Love You,2016-05-20
572,Ariana Grande,Dangerous Woman,Greedy,2016-05-20
573,Ariana Grande,Dangerous Woman,Leave Me Lonely,2016-05-20
574,Ariana Grande,Dangerous Woman,Everyday,2016-05-20
575,Ariana Grande,Dangerous Woman,Sometimes,2016-05-20
576,Ariana Grande,Dangerous Woman,I Don't Care,2016-05-20
577,Ariana Grande,Dangerous Woman,Bad Decisions,2016-05-20
578,Ariana Grande,Dangerous Woman,Touch It,2016-05-20
579,Ariana Grande,Dangerous Woman,Knew Better / Forever Boy,2016-05-20
580,Ariana Grande,Dangerous Woman,Thinking Bout You,2016-05-20
